,,,Course Evaluations 2014-2016,,,,,,,
6/20/2014,4,4,KNOW HOW MONITORING TIBCO APPS,"NO, SLOW CONNECTION INTERNET",TIBCO HAWK CONFIGURATION AND MONITORING DOMAIN INFRASTUCTURE,ALL,4,4,VERY GOOD AND HELPFUL,APJ
6/20/2014,4,4,I Don't know,Yes,HAWK Administrator,Nothing,5,4,"Good presentator, and technical",APJ
6/20/2014,4,4,Configuration of TIBCO HAWK,yes.,Hawk Architecture and Communications,no comment,4,4,Good,APJ
6/20/2014,4,4,Can Implementation in my Project,Yes,All Topics,No,4,4,good,APJ
6/20/2014,4,4,Understand Tibco Hawk Architecture,-,Accurate but takes much time,It wasn't takes to the last topics,4,4,"Great, Helpful",APJ
6/16/2014,5,4,"To learn, in basics, the workings of MDM",Yes,All of the topics where helpful,None,3,5,"Know the product, is patient and helpful",EMEA
6/16/2014,5,4,"was expecting MDM/BW integration as well.... wchih is a different class :-)
",fine,all,"The labs were really detailed step by step instructions;
sometimes too detailed and no explanation of why something needed to be done..... Little bit too focused on executing a task, and too little focus on the why.
",4,4,"Fine course; good intro into tibco MDM
will give us a good start in our own project",EMEA
6/16/2014,5,5,"Have a clear understanding about TIBCO Porducts, the implementation models and some expertise to start a Proof of Concept process.",Yes,MDM206 module,none,5,4,Excellent,EMEA
6/16/2014,4,4,as a projectlead/functional consultant i wanted to know what MDM is and what are the functions.,yes,Topics of day 2,manualy handtyping all teh xml files,4,4,good,EMEA
6/16/2014,5,4,see and practive the basic posibilities of the MDM solution.,-,Labs,Lab descriptions wher to detailed after some repetitions of the same step and let you not see the big picture.,5,5,-,EMEA
6/16/2014,4,4,To understand better what is MDM and what capabilities it has to offer. ,Yes. ,"MDM Arquitecture, Workflows",None. ,5,4,Good. He helped to overcome difficulties when doing the labs and he was available to discuss questions with the classroom. ,EMEA
6/16/2014,4,4,"Learn about MDM, and wath kind of solutions could be created using Tibco MDM.",The classroom was spectacular.,"Difficult to specify. The all MDM concept. desing, configuration etc. Essentials and Advance training",Instalation part.,5,4,"Great guy, with a impressive knowledge about the subject.",EMEA
6/16/2014,4,3,"It's good to be informed, but for me it was too technical as a functional consultant",great,combination of labs and last review,"I need more of the &quot;Why&quot; not just the &quot;How&quot; to do anything. To fully understand the dificult topic, also the labs should ecplain why en what are we doing.
Installation part",4,4,good instructor.,EMEA
6/16/2014,5,5,Learn TIBCO MDM Configuration and Managment,Yes it was.,The Integration capabilities,Installation,5,5,Very helpful and knowledgeable,EMEA
6/16/2014,4,4,Explore product potencial (specially integrations wise) and in-depth best practices,"Yes, it was","MDM architecture, Business Workflows and Adapters",None,5,5,Very good,EMEA
6/16/2014,5,4,.,.,.,.,5,5,.,EMEA
6/24/2014,5,5,MDM Architecture,yes,"rule base
validation",repository creation,5,5,excellent,AMER
6/24/2014,4,4,Learn rulebases and workflows,Yes,Product lifecycle workflow,Unit 1 and 2 - they were already covered in MDM301,5,5,Very helpful,AMER
6/16/2014,4,4,gain knowledge about tibco products (MDM / Enterprise Bus),yes,Overview of functional components + architecture + products + workflow + rules.,on my VM where a lot of problems (Could not import records; Java could not compile) this made it impossible to finish the labs from day 3 and futher. Log-files and instructor could not help/assist to solve this (VM for user06; for future user you would like to fix / reinstall this),3,4,Presented the sheets very good and was there to help; but could not help to fix some technical issues in MDM and on the VM / Java compiler.,EMEA
4/16/2014,4,5,To know the basics of hadoop,It was suppportive.,Administration using as-admin and agent,N.A.,5,5,Good expertise in troubleshooting and clearing errors. Nice way of explaining things with examples.,APJ
4/15/2014,5,5,I expected the foundation training for activespace.The course should give me the basic understanding of all concepts related to activespace.,yes,"Space Operation,Browser",coding persistance,5,5,Instructor was having good knowledge of activespaces,APJ
4/15/2014,4,5,Refreshing Activespaces knowledge,Yes,Security in activespaces,None,5,5,The instructor had very good knowledge of AS and was very helpful in labs and clearing doubts,APJ
4/15/2014,4,4,Understand Basics of Active Spaces which will help me in understanding how it works in MDM,Yes,"Basic concepts of active spaces  , terminology ,get /put operations",Security,4,4,"Very Good , helpful ,friendly , technically sound",APJ
4/15/2014,5,5,To understand the concept of AS and to be able to integrate it with the products I already work on to create new tests. ,Yes,AS overview was the most helpful as it helped me understand where and how AS is used and how it's an improvement over traditional architecture. ,There was a lot of code to type which was time consuming. ,5,5,Instructor's knowledge of the course material was very clear. ,APJ
4/15/2014,4,3,To understand the concepts and basics of Active space.,Yes the classroom enviroment was supportive.,"Tibco ActiveSpaces Overview,Event Listners and Event Browsers",Security,5,5,The instructor was interactive and helpfull.,APJ
4/15/2014,4,5,To get basic development based and conceptual details about ActiveSpaces,It was supportive.,Java labs for AS development,All were helpful,5,5,Really good way of explaining and troubleshooting,APJ
4/3/2014,4,4,Characteristics of MFT and end to end execution,yes,Internet server and DNI,Users and groups - administration delegaton,4,4,would be better if trainer has actually worked MFT in some project,APJ
4/3/2014,4,4,This course was new to us prior to this training  so our expectations were very basic.,YES,Platform server,None.,4,4,"The instructor has enough exposure on tool to impart the knowledge, the instructor was helpful and helped us in whatever queries we had.",APJ
4/3/2014,5,4,"To know the capabilities and functionality of TIBCO MFT.
To get hand on training on Tibco MFT. ",Classroom environment was very much supportive.,using platform server transfer and automation of it is most helpful.,none.,5,5,Instructor very knowledgeable and very good teacher ,APJ
4/3/2014,4,4,"Become familier with the tool, and be aware all the functions of MFT.",yes,"MDI, configure and installation of PS and IS, Initiation of PS and IS.",email configuration for alerts.,4,4,He has good knowledge and good patience to handle participants.,APJ
4/3/2014,4,4,Need to know about DNI configuration and overall understanding about MFT tools. What is the new features added with respect to previous versions.,Yes,"Platform server configuration and Internet server transfers.
Overall command center options.",NA,4,5,"He having the good knowledge about the product and very helpful during the completion of lab session.Also extended his time, when we required.",APJ
6/24/2014,5,5,Brush up the basics,yes,Almost all,none,5,5,Very Good,AMER
6/23/2014,5,5,"installing tibco 
best practices",yes,"installation
configuratinon",Utilities,5,5,very good,AMER
4/3/2014,5,5,"To learn about the MFT, its installation, configuration and End-to-End flow.",Yes,"MFT Platform Server
MFT Internet Server
MFT Command Center",NA,5,5,Demonstrated each concept and task clearly. Overall experience was very good.,APJ
4/3/2014,4,5,Wanted to understand the features of MFT which puts in ahead of the traditional FTP and/or other file transfer methods.,Very much helpful,"Platform Server
Internet Server
Command Center
DNI
MFT plugin for BW",N/A,4,5,"When questions on more advanced concepts are asked by few of the members, instructor should more stress of current topic.
It is already done many times but sometimes it is explained then and there which disconnects other members to the topic because of basic knowledge on concept.",APJ
4/3/2014,3,4,"I want to learn the flow of this MFT and how this helpful in real time process understand the concepts ...

",YES,Yes little bit confusing but finally understandable ,NA,4,4,Good ,APJ
4/3/2014,5,4,"understand concept of MFT
installation, flow configuration and execution",yes,"understanding MFT concepts, its features, LAB
",all sections were helpful,4,4,Has good quality of explaining things in simpler way,APJ
4/3/2014,4,4,My expectation from this course were to understand the concepts used in MFT the architecture and configurations along with scheduling and automation of workflows that will help in meeting client's expectations. ,Yes it was.,"DNI Transfer, Schedulers, End to End Automation, Alerts and Audits etc. ",All topic were needful as this tool was new for me to learn and Hands on.,4,4,It was good. ,APJ
4/3/2014,4,5,learning MFT and hands on it ,yes it was.,Every topic was helpful as it was new tool for me.,no as such,4,5,He has explained every possible topic given in course material.And always tried to clear doubts.,APJ
4/4/2014,4,5,Basic Administrator knowledge.,Yes,All,None,4,4,Excellent,APJ
4/4/2014,5,5,BE-Mm and hawk configuration along with administration.,yes,"Hawk , threading model, backing store.",NA,5,5,8.5 on 10,APJ
4/4/2014,5,5,-,-,-,-,5,5,-,APJ
4/4/2014,5,5,"To get a practical understanding about impacts when working with cache and WM, performance tuning",Yes,Cache management,None,5,5,"Great, very helpful.",APJ
4/4/2014,4,3,Understand BE administration,Yes,"BE deployment, BEMM and Performance Tuning",None,4,4,Good technical knowledge of the product. Very helpful.,APJ
4/4/2014,4,5,My expectation was to learn BE admin with some lab practice.,Yes,BE deployment and  Backing store,Nothing,5,5,Ramraj Raghuvanshi is a very good instructor. He explained BE admin topic very clearly and made the topic so easy.,APJ
4/4/2014,4,4,To get fair knowledge about BE administration part,Yes. It was interactive,All,None,4,4,Instructor was very well aware of the topics and frequently occurring issues,APJ
